id,name,team,goals
0,Wayne Gretzky,Oilers,51
0,Wayne Gretzky,Oilers,55
0,Wayne Gretzky,Oilers,92
0,Wayne Gretzky,Oilers,71
0,Wayne Gretzky,Oilers,87
0,Wayne Gretzky,Oilers,73
0,Wayne Gretzky,Oilers,52
0,Wayne Gretzky,Oilers,62
0,Wayne Gretzky,Oilers,40
0,Wayne Gretzky,Kings,54
0,Wayne Gretzky,Kings,40
0,Wayne Gretzky,Kings,41
0,Wayne Gretzky,Kings,31
0,Wayne Gretzky,Kings,16
0,Wayne Gretzky,Kings,38
0,Wayne Gretzky,Kings,11
0,Wayne Gretzky,Kings,15
0,Wayne Gretzky,Blues,8
0,Wayne Gretzky,Rangers,25
0,Wayne Gretzky,Rangers,23
0,Wayne Gretzky,Rangers,9
1,Gordie Howe,Red Wings,7
1,Gordie Howe,Red Wings,16
1,Gordie Howe,Red Wings,12
1,Gordie Howe,Red Wings,35
1,Gordie Howe,Red Wings,43
1,Gordie Howe,Red Wings,47
1,Gordie Howe,Red Wings,49
1,Gordie Howe,Red Wings,33
1,Gordie Howe,Red Wings,29
1,Gordie Howe,Red Wings,38
1,Gordie Howe,Red Wings,44
1,Gordie Howe,Red Wings,33
1,Gordie Howe,Red Wings,32
1,Gordie Howe,Red Wings,28
1,Gordie Howe,Red Wings,23
1,Gordie Howe,Red Wings,33
1,Gordie Howe,Red Wings,38
1,Gordie Howe,Red Wings,26
1,Gordie Howe,Red Wings,29
1,Gordie Howe,Red Wings,29
1,Gordie Howe,Red Wings,25
1,Gordie Howe,Red Wings,39
1,Gordie Howe,Red Wings,44
1,Gordie Howe,Red Wings,31
1,Gordie Howe,Red Wings,23
1,Gordie Howe,Whalers,15
2,Brett Hull,Flames,1
2,Brett Hull,Flames,26
2,Brett Hull,Blues,6
2,Brett Hull,Blues,41
2,Brett Hull,Blues,72
2,Brett Hull,Blues,86
2,Brett Hull,Blues,70
2,Brett Hull,Blues,54
2,Brett Hull,Blues,57
2,Brett Hull,Blues,29
2,Brett Hull,Blues,43
2,Brett Hull,Blues,42
2,Brett Hull,Blues,27
2,Brett Hull,Stars,32
2,Brett Hull,Stars,24
2,Brett Hull,Stars,39
2,Brett Hull,Red Wings,30
2,Brett Hull,Red Wings,37
2,Brett Hull,Red Wings,25
2,Brett Hull,Coyotes,0
3,Marcel Dionne,Red Wings,28
3,Marcel Dionne,Red Wings,40
3,Marcel Dionne,Red Wings,24
3,Marcel Dionne,Red Wings,47
3,Marcel Dionne,Kings,40
3,Marcel Dionne,Kings,53
3,Marcel Dionne,Kings,36
3,Marcel Dionne,Kings,59
3,Marcel Dionne,Kings,53
3,Marcel Dionne,Kings,58
3,Marcel Dionne,Kings,50
3,Marcel Dionne,Kings,56
3,Marcel Dionne,Kings,39
3,Marcel Dionne,Kings,46
3,Marcel Dionne,Kings,36
3,Marcel Dionne,Kings,24
3,Marcel Dionne,Rangers,4
3,Marcel Dionne,Rangers,31
3,Marcel Dionne,Rangers,7
4,Phil Esposito,Blackhawks,3
4,Phil Esposito,Blackhawks,23
4,Phil Esposito,Blackhawks,27
4,Phil Esposito,Blackhawks,21
4,Phil Esposito,Bruins,35
4,Phil Esposito,Bruins,49
4,Phil Esposito,Bruins,43
4,Phil Esposito,Bruins,76
4,Phil Esposito,Bruins,66
4,Phil Esposito,Bruins,55
4,Phil Esposito,Bruins,68
4,Phil Esposito,Bruins,61
4,Phil Esposito,Bruins,6
4,Phil Esposito,Rangers,29
4,Phil Esposito,Rangers,34
4,Phil Esposito,Rangers,38
4,Phil Esposito,Rangers,42
4,Phil Esposito,Rangers,34
4,Phil Esposito,Rangers,7
5,Jaromir Jagr,Penguins,27
5,Jaromir Jagr,Penguins,32
5,Jaromir Jagr,Penguins,34
5,Jaromir Jagr,Penguins,32
5,Jaromir Jagr,Penguins,32
5,Jaromir Jagr,Penguins,62
5,Jaromir Jagr,Penguins,47
5,Jaromir Jagr,Penguins,35
5,Jaromir Jagr,Penguins,44
5,Jaromir Jagr,Penguins,42
5,Jaromir Jagr,Penguins,52
5,Jaromir Jagr,Capitals,31
5,Jaromir Jagr,Capitals,36
5,Jaromir Jagr,Capitals,16
5,Jaromir Jagr,Rangers,15
5,Jaromir Jagr,Rangers,54
5,Jaromir Jagr,Rangers,30
5,Jaromir Jagr,Rangers,25
5,Jaromir Jagr,Flyers,19
5,Jaromir Jagr,Stars,14
5,Jaromir Jagr,Bruins,2
5,Jaromir Jagr,Devils,24
5,Jaromir Jagr,Devils,4
6,Mike Gartner,Capitals,36
6,Mike Gartner,Capitals,48
6,Mike Gartner,Capitals,35
6,Mike Gartner,Capitals,38
6,Mike Gartner,Capitals,40
6,Mike Gartner,Capitals,50
6,Mike Gartner,Capitals,35
6,Mike Gartner,Capitals,41
6,Mike Gartner,Capitals,48
6,Mike Gartner,Capitals,26
6,Mike Gartner,North Stars,7
6,Mike Gartner,North Stars,34
6,Mike Gartner,Rangers,11
6,Mike Gartner,Rangers,49
6,Mike Gartner,Rangers,40
6,Mike Gartner,Rangers,45
6,Mike Gartner,Rangers,28
6,Mike Gartner,Maple Leafs,6
6,Mike Gartner,Maple Leafs,12
6,Mike Gartner,Maple Leafs,35
6,Mike Gartner,Coyotes,32
6,Mike Gartner,Coyotes,12
7,Mark Messier,Oilers,12
7,Mark Messier,Oilers,23
7,Mark Messier,Oilers,50
7,Mark Messier,Oilers,48
7,Mark Messier,Oilers,37
7,Mark Messier,Oilers,23
7,Mark Messier,Oilers,35
7,Mark Messier,Oilers,37
7,Mark Messier,Oilers,37
7,Mark Messier,Oilers,33
7,Mark Messier,Oilers,45
7,Mark Messier,Oilers,12
7,Mark Messier,Rangers,35
7,Mark Messier,Rangers,25
7,Mark Messier,Rangers,26
7,Mark Messier,Rangers,14
7,Mark Messier,Rangers,47
7,Mark Messier,Rangers,36
7,Mark Messier,Canucks,22
7,Mark Messier,Canucks,13
7,Mark Messier,Canucks,17
7,Mark Messier,Rangers,24
7,Mark Messier,Rangers,7
7,Mark Messier,Rangers,18
7,Mark Messier,Rangers,18
8,Steve Yzerman,Red Wings,39
8,Steve Yzerman,Red Wings,30
8,Steve Yzerman,Red Wings,14
8,Steve Yzerman,Red Wings,31
8,Steve Yzerman,Red Wings,50
8,Steve Yzerman,Red Wings,65
8,Steve Yzerman,Red Wings,62
8,Steve Yzerman,Red Wings,51
8,Steve Yzerman,Red Wings,45
8,Steve Yzerman,Red Wings,58
8,Steve Yzerman,Red Wings,24
8,Steve Yzerman,Red Wings,12
8,Steve Yzerman,Red Wings,36
8,Steve Yzerman,Red Wings,22
8,Steve Yzerman,Red Wings,24
8,Steve Yzerman,Red Wings,29
8,Steve Yzerman,Red Wings,35
8,Steve Yzerman,Red Wings,18
8,Steve Yzerman,Red Wings,13
8,Steve Yzerman,Red Wings,2
8,Steve Yzerman,Red Wings,18
8,Steve Yzerman,Red Wings,14
9,Mario Lemieux,Penguins,43
9,Mario Lemieux,Penguins,48
9,Mario Lemieux,Penguins,54
9,Mario Lemieux,Penguins,70
9,Mario Lemieux,Penguins,85
9,Mario Lemieux,Penguins,45
9,Mario Lemieux,Penguins,19
9,Mario Lemieux,Penguins,44
9,Mario Lemieux,Penguins,69
9,Mario Lemieux,Penguins,17
9,Mario Lemieux,Penguins,69
9,Mario Lemieux,Penguins,50
9,Mario Lemieux,Penguins,35
9,Mario Lemieux,Penguins,6
9,Mario Lemieux,Penguins,28
9,Mario Lemieux,Penguins,1
9,Mario Lemieux,Penguins,7
10,Teemu Selanne,Jets (1979),76
10,Teemu Selanne,Jets (1979),25
10,Teemu Selanne,Jets (1979),22
10,Teemu Selanne,Jets (1979),24
10,Teemu Selanne,Ducks,16
10,Teemu Selanne,Ducks,51
10,Teemu Selanne,Ducks,52
10,Teemu Selanne,Ducks,47
10,Teemu Selanne,Ducks,33
10,Teemu Selanne,Ducks,26
10,Teemu Selanne,Sharks,7
10,Teemu Selanne,Sharks,29
10,Teemu Selanne,Sharks,28
10,Teemu Selanne,Avalanche,16
10,Teemu Selanne,Ducks,40
10,Teemu Selanne,Ducks,48
10,Teemu Selanne,Ducks,12
10,Teemu Selanne,Ducks,27
10,Teemu Selanne,Ducks,27
10,Teemu Selanne,Ducks,31
10,Teemu Selanne,Ducks,26
10,Teemu Selanne,Ducks,12
10,Teemu Selanne,Ducks,9
11,Luc Robitaille,Kings,45
11,Luc Robitaille,Kings,53
11,Luc Robitaille,Kings,46
11,Luc Robitaille,Kings,52
11,Luc Robitaille,Kings,45
11,Luc Robitaille,Kings,44
11,Luc Robitaille,Kings,63
11,Luc Robitaille,Kings,44
11,Luc Robitaille,Penguins,23
11,Luc Robitaille,Rangers,23
11,Luc Robitaille,Rangers,24
11,Luc Robitaille,Kings,16
11,Luc Robitaille,Kings,39
11,Luc Robitaille,Kings,36
11,Luc Robitaille,Kings,37
11,Luc Robitaille,Red Wings,30
11,Luc Robitaille,Red Wings,11
11,Luc Robitaille,Kings,22
11,Luc Robitaille,Kings,15
12,Brendan Shanahan,Devils,7
12,Brendan Shanahan,Devils,22
12,Brendan Shanahan,Devils,30
12,Brendan Shanahan,Devils,29
12,Brendan Shanahan,Blues,33
12,Brendan Shanahan,Blues,51
12,Brendan Shanahan,Blues,52
12,Brendan Shanahan,Blues,20
12,Brendan Shanahan,Whalers,44
12,Brendan Shanahan,Whalers,1
12,Brendan Shanahan,Red Wings,46
12,Brendan Shanahan,Red Wings,28
12,Brendan Shanahan,Red Wings,31
12,Brendan Shanahan,Red Wings,41
12,Brendan Shanahan,Red Wings,31
12,Brendan Shanahan,Red Wings,37
12,Brendan Shanahan,Red Wings,30
12,Brendan Shanahan,Red Wings,25
12,Brendan Shanahan,Red Wings,40
12,Brendan Shanahan,Rangers,29
12,Brendan Shanahan,Rangers,23
12,Brendan Shanahan,Devils,6
13,Dave Andreychuk,Sabres,14
13,Dave Andreychuk,Sabres,38
13,Dave Andreychuk,Sabres,31
13,Dave Andreychuk,Sabres,36
13,Dave Andreychuk,Sabres,25
13,Dave Andreychuk,Sabres,30
13,Dave Andreychuk,Sabres,28
13,Dave Andreychuk,Sabres,40
13,Dave Andreychuk,Sabres,36
13,Dave Andreychuk,Sabres,41
13,Dave Andreychuk,Sabres,29
13,Dave Andreychuk,Maple Leafs,25
13,Dave Andreychuk,Maple Leafs,53
13,Dave Andreychuk,Maple Leafs,22
13,Dave Andreychuk,Maple Leafs,20
13,Dave Andreychuk,Devils,8
13,Dave Andreychuk,Devils,27
13,Dave Andreychuk,Devils,14
13,Dave Andreychuk,Devils,15
13,Dave Andreychuk,Bruins,19
13,Dave Andreychuk,Avalanche,1
13,Dave Andreychuk,Sabres,20
13,Dave Andreychuk,Lightning,21
13,Dave Andreychuk,Lightning,20
13,Dave Andreychuk,Lightning,21
13,Dave Andreychuk,Lightning,6
14,Joe Sakic,Nordiques,23
14,Joe Sakic,Nordiques,39
14,Joe Sakic,Nordiques,48
14,Joe Sakic,Nordiques,29
14,Joe Sakic,Nordiques,48
14,Joe Sakic,Nordiques,28
14,Joe Sakic,Nordiques,19
14,Joe Sakic,Avalanche,51
14,Joe Sakic,Avalanche,22
14,Joe Sakic,Avalanche,27
14,Joe Sakic,Avalanche,41
14,Joe Sakic,Avalanche,28
14,Joe Sakic,Avalanche,54
14,Joe Sakic,Avalanche,26
14,Joe Sakic,Avalanche,26
14,Joe Sakic,Avalanche,33
14,Joe Sakic,Avalanche,32
14,Joe Sakic,Avalanche,36
14,Joe Sakic,Avalanche,13
14,Joe Sakic,Avalanche,2
15,Bobby Hull,Blackhawks,13
15,Bobby Hull,Blackhawks,18
15,Bobby Hull,Blackhawks,39
15,Bobby Hull,Blackhawks,31
15,Bobby Hull,Blackhawks,50
15,Bobby Hull,Blackhawks,31
15,Bobby Hull,Blackhawks,43
15,Bobby Hull,Blackhawks,39
15,Bobby Hull,Blackhawks,54
15,Bobby Hull,Blackhawks,52
15,Bobby Hull,Blackhawks,44
15,Bobby Hull,Blackhawks,58
15,Bobby Hull,Blackhawks,38
15,Bobby Hull,Blackhawks,44
15,Bobby Hull,Blackhawks,50
15,Bobby Hull,Jets (1979),4
15,Bobby Hull,Whalers,2
16,Dino Ciccarelli,North Stars,18
16,Dino Ciccarelli,North Stars,55
16,Dino Ciccarelli,North Stars,37
16,Dino Ciccarelli,North Stars,38
16,Dino Ciccarelli,North Stars,15
16,Dino Ciccarelli,North Stars,44
16,Dino Ciccarelli,North Stars,52
16,Dino Ciccarelli,North Stars,41
16,Dino Ciccarelli,North Stars,32
16,Dino Ciccarelli,Capitals,12
16,Dino Ciccarelli,Capitals,41
16,Dino Ciccarelli,Capitals,21
16,Dino Ciccarelli,Capitals,38
16,Dino Ciccarelli,Red Wings,41
16,Dino Ciccarelli,Red Wings,28
16,Dino Ciccarelli,Red Wings,16
16,Dino Ciccarelli,Red Wings,22
16,Dino Ciccarelli,Lightning,35
16,Dino Ciccarelli,Lightning,11
16,Dino Ciccarelli,Panthers,5
16,Dino Ciccarelli,Panthers,6
17,Jari Kurri,Oilers,32
17,Jari Kurri,Oilers,32
17,Jari Kurri,Oilers,45
17,Jari Kurri,Oilers,52
17,Jari Kurri,Oilers,71
17,Jari Kurri,Oilers,68
17,Jari Kurri,Oilers,54
17,Jari Kurri,Oilers,43
17,Jari Kurri,Oilers,44
17,Jari Kurri,Oilers,33
17,Jari Kurri,Kings,23
17,Jari Kurri,Kings,27
17,Jari Kurri,Kings,31
17,Jari Kurri,Kings,10
17,Jari Kurri,Kings,17
17,Jari Kurri,Rangers,1
17,Jari Kurri,Ducks,13
17,Jari Kurri,Avalanche,5
18,Mark Recchi,Penguins,1
18,Mark Recchi,Penguins,30
18,Mark Recchi,Penguins,40
18,Mark Recchi,Penguins,33
18,Mark Recchi,Flyers,10
18,Mark Recchi,Flyers,53
18,Mark Recchi,Flyers,40
18,Mark Recchi,Flyers,2
18,Mark Recchi,Canadiens,14
18,Mark Recchi,Canadiens,28
18,Mark Recchi,Canadiens,34
18,Mark Recchi,Canadiens,32
18,Mark Recchi,Canadiens,12
18,Mark Recchi,Flyers,4
18,Mark Recchi,Flyers,28
18,Mark Recchi,Flyers,27
18,Mark Recchi,Flyers,22
18,Mark Recchi,Flyers,20
18,Mark Recchi,Flyers,26
18,Mark Recchi,Penguins,24
18,Mark Recchi,Hurricanes,4
18,Mark Recchi,Penguins,24
18,Mark Recchi,Penguins,2
18,Mark Recchi,Thrashers,12
18,Mark Recchi,Lightning,13
18,Mark Recchi,Bruins,10
18,Mark Recchi,Bruins,18
18,Mark Recchi,Bruins,14
19,Mike Bossy,Islanders,53
19,Mike Bossy,Islanders,69
19,Mike Bossy,Islanders,51
19,Mike Bossy,Islanders,68
19,Mike Bossy,Islanders,64
19,Mike Bossy,Islanders,60
19,Mike Bossy,Islanders,51
19,Mike Bossy,Islanders,58
19,Mike Bossy,Islanders,61
19,Mike Bossy,Islanders,38
20,Mats Sundin,Nordiques,23
20,Mats Sundin,Nordiques,33
20,Mats Sundin,Nordiques,47
20,Mats Sundin,Nordiques,32
20,Mats Sundin,Maple Leafs,23
20,Mats Sundin,Maple Leafs,33
20,Mats Sundin,Maple Leafs,41
20,Mats Sundin,Maple Leafs,33
20,Mats Sundin,Maple Leafs,31
20,Mats Sundin,Maple Leafs,32
20,Mats Sundin,Maple Leafs,28
20,Mats Sundin,Maple Leafs,41
20,Mats Sundin,Maple Leafs,37
20,Mats Sundin,Maple Leafs,31
20,Mats Sundin,Maple Leafs,31
20,Mats Sundin,Maple Leafs,27
20,Mats Sundin,Maple Leafs,32
20,Mats Sundin,Canucks,9
21,Joe Nieuwendyk,Flames,5
21,Joe Nieuwendyk,Flames,51
21,Joe Nieuwendyk,Flames,51
21,Joe Nieuwendyk,Flames,45
21,Joe Nieuwendyk,Flames,45
21,Joe Nieuwendyk,Flames,22
21,Joe Nieuwendyk,Flames,38
21,Joe Nieuwendyk,Flames,36
21,Joe Nieuwendyk,Flames,21
21,Joe Nieuwendyk,Stars,14
21,Joe Nieuwendyk,Stars,30
21,Joe Nieuwendyk,Stars,39
21,Joe Nieuwendyk,Stars,28
21,Joe Nieuwendyk,Stars,15
21,Joe Nieuwendyk,Stars,29
21,Joe Nieuwendyk,Stars,23
21,Joe Nieuwendyk,Devils,2
21,Joe Nieuwendyk,Devils,17
21,Joe Nieuwendyk,Maple Leafs,22
21,Joe Nieuwendyk,Panthers,26
21,Joe Nieuwendyk,Panthers,5
22,Jarome Iginla,Flames,21
22,Jarome Iginla,Flames,13
22,Jarome Iginla,Flames,28
22,Jarome Iginla,Flames,29
22,Jarome Iginla,Flames,31
22,Jarome Iginla,Flames,52
22,Jarome Iginla,Flames,35
22,Jarome Iginla,Flames,41
22,Jarome Iginla,Flames,35
22,Jarome Iginla,Flames,39
22,Jarome Iginla,Flames,50
22,Jarome Iginla,Flames,35
22,Jarome Iginla,Flames,32
22,Jarome Iginla,Flames,43
22,Jarome Iginla,Flames,32
22,Jarome Iginla,Flames,9
22,Jarome Iginla,Penguins,5
22,Jarome Iginla,Bruins,30
22,Jarome Iginla,Avalanche,3
23,Mike Modano,North Stars,29
23,Mike Modano,North Stars,28
23,Mike Modano,North Stars,33
23,Mike Modano,North Stars,33
23,Mike Modano,Stars,50
23,Mike Modano,Stars,12
23,Mike Modano,Stars,36
23,Mike Modano,Stars,35
23,Mike Modano,Stars,21
23,Mike Modano,Stars,34
23,Mike Modano,Stars,38
23,Mike Modano,Stars,33
23,Mike Modano,Stars,34
23,Mike Modano,Stars,28
23,Mike Modano,Stars,14
23,Mike Modano,Stars,27
23,Mike Modano,Stars,22
23,Mike Modano,Stars,21
23,Mike Modano,Stars,15
23,Mike Modano,Stars,14
23,Mike Modano,Red Wings,4
24,Guy Lafleur,Canadiens,29
24,Guy Lafleur,Canadiens,28
24,Guy Lafleur,Canadiens,21
24,Guy Lafleur,Canadiens,53
24,Guy Lafleur,Canadiens,56
24,Guy Lafleur,Canadiens,56
24,Guy Lafleur,Canadiens,60
24,Guy Lafleur,Canadiens,52
24,Guy Lafleur,Canadiens,50
24,Guy Lafleur,Canadiens,27
24,Guy Lafleur,Canadiens,27
24,Guy Lafleur,Canadiens,27
24,Guy Lafleur,Canadiens,30
24,Guy Lafleur,Canadiens,2
24,Guy Lafleur,Rangers,18
24,Guy Lafleur,Nordiques,12
24,Guy Lafleur,Nordiques,12
25,John Bucyk,Red Wings,1
25,John Bucyk,Red Wings,10
25,John Bucyk,Bruins,21
25,John Bucyk,Bruins,24
25,John Bucyk,Bruins,16
25,John Bucyk,Bruins,19
25,John Bucyk,Bruins,20
25,John Bucyk,Bruins,27
25,John Bucyk,Bruins,18
25,John Bucyk,Bruins,26
25,John Bucyk,Bruins,27
25,John Bucyk,Bruins,18
25,John Bucyk,Bruins,30
25,John Bucyk,Bruins,24
25,John Bucyk,Bruins,31
25,John Bucyk,Bruins,51
25,John Bucyk,Bruins,32
25,John Bucyk,Bruins,40
25,John Bucyk,Bruins,31
25,John Bucyk,Bruins,29
25,John Bucyk,Bruins,36
25,John Bucyk,Bruins,20
25,John Bucyk,Bruins,5
26,Ron Francis,Whalers,25
26,Ron Francis,Whalers,31
26,Ron Francis,Whalers,23
26,Ron Francis,Whalers,24
26,Ron Francis,Whalers,24
26,Ron Francis,Whalers,30
26,Ron Francis,Whalers,25
26,Ron Francis,Whalers,29
26,Ron Francis,Whalers,32
26,Ron Francis,Whalers,21
26,Ron Francis,Penguins,2
26,Ron Francis,Penguins,21
26,Ron Francis,Penguins,24
26,Ron Francis,Penguins,27
26,Ron Francis,Penguins,11
26,Ron Francis,Penguins,27
26,Ron Francis,Penguins,27
26,Ron Francis,Penguins,25
26,Ron Francis,Hurricanes,21
26,Ron Francis,Hurricanes,23
26,Ron Francis,Hurricanes,15
26,Ron Francis,Hurricanes,27
26,Ron Francis,Hurricanes,22
26,Ron Francis,Hurricanes,10
26,Ron Francis,Maple Leafs,3
27,Michel Goulet,Nordiques,22
27,Michel Goulet,Nordiques,32
27,Michel Goulet,Nordiques,42
27,Michel Goulet,Nordiques,57
27,Michel Goulet,Nordiques,56
27,Michel Goulet,Nordiques,55
27,Michel Goulet,Nordiques,53
27,Michel Goulet,Nordiques,49
27,Michel Goulet,Nordiques,48
27,Michel Goulet,Nordiques,26
27,Michel Goulet,Nordiques,16
27,Michel Goulet,Blackhawks,4
27,Michel Goulet,Blackhawks,27
27,Michel Goulet,Blackhawks,22
27,Michel Goulet,Blackhawks,23
27,Michel Goulet,Blackhawks,16
28,Maurice Richard,Canadiens,5
28,Maurice Richard,Canadiens,32
28,Maurice Richard,Canadiens,50
28,Maurice Richard,Canadiens,27
28,Maurice Richard,Canadiens,45
28,Maurice Richard,Canadiens,28
28,Maurice Richard,Canadiens,20
28,Maurice Richard,Canadiens,43
28,Maurice Richard,Canadiens,42
28,Maurice Richard,Canadiens,27
28,Maurice Richard,Canadiens,28
28,Maurice Richard,Canadiens,37
28,Maurice Richard,Canadiens,38
28,Maurice Richard,Canadiens,38
28,Maurice Richard,Canadiens,33
28,Maurice Richard,Canadiens,15
28,Maurice Richard,Canadiens,17
28,Maurice Richard,Canadiens,19
29,Stan Mikita,Blackhawks,0
29,Stan Mikita,Blackhawks,8
29,Stan Mikita,Blackhawks,19
29,Stan Mikita,Blackhawks,25
29,Stan Mikita,Blackhawks,31
29,Stan Mikita,Blackhawks,39
29,Stan Mikita,Blackhawks,28
29,Stan Mikita,Blackhawks,30
29,Stan Mikita,Blackhawks,35
29,Stan Mikita,Blackhawks,40
29,Stan Mikita,Blackhawks,30
29,Stan Mikita,Blackhawks,39
29,Stan Mikita,Blackhawks,24
29,Stan Mikita,Blackhawks,26
29,Stan Mikita,Blackhawks,27
29,Stan Mikita,Blackhawks,30
29,Stan Mikita,Blackhawks,36
29,Stan Mikita,Blackhawks,16
29,Stan Mikita,Blackhawks,19
29,Stan Mikita,Blackhawks,18
29,Stan Mikita,Blackhawks,19
29,Stan Mikita,Blackhawks,2
30,Keith Tkachuk,Jets (1979),3
30,Keith Tkachuk,Jets (1979),28
30,Keith Tkachuk,Jets (1979),41
30,Keith Tkachuk,Jets (1979),22
30,Keith Tkachuk,Jets (1979),50
30,Keith Tkachuk,Coyotes,52
30,Keith Tkachuk,Coyotes,40
30,Keith Tkachuk,Coyotes,36
30,Keith Tkachuk,Coyotes,22
30,Keith Tkachuk,Coyotes,29
30,Keith Tkachuk,Blues,6
30,Keith Tkachuk,Blues,38
30,Keith Tkachuk,Blues,31
30,Keith Tkachuk,Blues,33
30,Keith Tkachuk,Blues,15
30,Keith Tkachuk,Blues,20
30,Keith Tkachuk,Thrashers,7
30,Keith Tkachuk,Blues,27
30,Keith Tkachuk,Blues,25
30,Keith Tkachuk,Blues,13
31,Francis Mahovlich,Maple Leafs,1
31,Francis Mahovlich,Maple Leafs,20
31,Francis Mahovlich,Maple Leafs,22
31,Francis Mahovlich,Maple Leafs,18
31,Francis Mahovlich,Maple Leafs,48
31,Francis Mahovlich,Maple Leafs,33
31,Francis Mahovlich,Maple Leafs,36
31,Francis Mahovlich,Maple Leafs,26
31,Francis Mahovlich,Maple Leafs,23
31,Francis Mahovlich,Maple Leafs,32
31,Francis Mahovlich,Maple Leafs,18
31,Francis Mahovlich,Maple Leafs,19
31,Francis Mahovlich,Red Wings,7
31,Francis Mahovlich,Red Wings,49
31,Francis Mahovlich,Red Wings,38
31,Francis Mahovlich,Red Wings,14
31,Francis Mahovlich,Canadiens,17
31,Francis Mahovlich,Canadiens,43
31,Francis Mahovlich,Canadiens,38
31,Francis Mahovlich,Canadiens,31
32,Bryan Trottier,Islanders,32
32,Bryan Trottier,Islanders,30
32,Bryan Trottier,Islanders,46
32,Bryan Trottier,Islanders,47
32,Bryan Trottier,Islanders,42
32,Bryan Trottier,Islanders,31
32,Bryan Trottier,Islanders,50
32,Bryan Trottier,Islanders,34
32,Bryan Trottier,Islanders,40
32,Bryan Trottier,Islanders,28
32,Bryan Trottier,Islanders,37
32,Bryan Trottier,Islanders,23
32,Bryan Trottier,Islanders,30
32,Bryan Trottier,Islanders,17
32,Bryan Trottier,Islanders,13
32,Bryan Trottier,Penguins,9
32,Bryan Trottier,Penguins,11
32,Bryan Trottier,Penguins,4
33,Pat Verbeek,Devils,3
33,Pat Verbeek,Devils,20
33,Pat Verbeek,Devils,15
33,Pat Verbeek,Devils,25
33,Pat Verbeek,Devils,35
33,Pat Verbeek,Devils,46
33,Pat Verbeek,Devils,26
33,Pat Verbeek,Whalers,44
33,Pat Verbeek,Whalers,43
33,Pat Verbeek,Whalers,22
33,Pat Verbeek,Whalers,39
33,Pat Verbeek,Whalers,37
33,Pat Verbeek,Whalers,7
33,Pat Verbeek,Rangers,10
33,Pat Verbeek,Rangers,41
33,Pat Verbeek,Stars,17
33,Pat Verbeek,Stars,31
33,Pat Verbeek,Stars,17
33,Pat Verbeek,Red Wings,22
33,Pat Verbeek,Red Wings,15
33,Pat Verbeek,Stars,7
34,Dale Hawerchuk,Jets (1979),45
34,Dale Hawerchuk,Jets (1979),40
34,Dale Hawerchuk,Jets (1979),37
34,Dale Hawerchuk,Jets (1979),53
34,Dale Hawerchuk,Jets (1979),46
34,Dale Hawerchuk,Jets (1979),47
34,Dale Hawerchuk,Jets (1979),44
34,Dale Hawerchuk,Jets (1979),41
34,Dale Hawerchuk,Jets (1979),26
34,Dale Hawerchuk,Sabres,31
34,Dale Hawerchuk,Sabres,23
34,Dale Hawerchuk,Sabres,16
34,Dale Hawerchuk,Sabres,35
34,Dale Hawerchuk,Sabres,5
34,Dale Hawerchuk,Blues,13
34,Dale Hawerchuk,Flyers,4
34,Dale Hawerchuk,Flyers,12
35,Pierre Turgeon,Sabres,14
35,Pierre Turgeon,Sabres,34
35,Pierre Turgeon,Sabres,40
35,Pierre Turgeon,Sabres,32
35,Pierre Turgeon,Sabres,2
35,Pierre Turgeon,Islanders,38
35,Pierre Turgeon,Islanders,58
35,Pierre Turgeon,Islanders,38
35,Pierre Turgeon,Islanders,13
35,Pierre Turgeon,Canadiens,11
35,Pierre Turgeon,Canadiens,38
35,Pierre Turgeon,Canadiens,1
35,Pierre Turgeon,Blues,25
35,Pierre Turgeon,Blues,22
35,Pierre Turgeon,Blues,31
35,Pierre Turgeon,Blues,26
35,Pierre Turgeon,Blues,30
35,Pierre Turgeon,Stars,15
35,Pierre Turgeon,Stars,12
35,Pierre Turgeon,Stars,15
35,Pierre Turgeon,Avalanche,16
35,Pierre Turgeon,Avalanche,4
36,Jeremy Roenick,Blackhawks,9
36,Jeremy Roenick,Blackhawks,26
36,Jeremy Roenick,Blackhawks,41
36,Jeremy Roenick,Blackhawks,53
36,Jeremy Roenick,Blackhawks,50
36,Jeremy Roenick,Blackhawks,46
36,Jeremy Roenick,Blackhawks,10
36,Jeremy Roenick,Blackhawks,32
36,Jeremy Roenick,Coyotes,29
36,Jeremy Roenick,Coyotes,24
36,Jeremy Roenick,Coyotes,24
36,Jeremy Roenick,Coyotes,34
36,Jeremy Roenick,Coyotes,30
36,Jeremy Roenick,Flyers,21
36,Jeremy Roenick,Flyers,27
36,Jeremy Roenick,Flyers,19
36,Jeremy Roenick,Kings,9
36,Jeremy Roenick,Coyotes,11
36,Jeremy Roenick,Sharks,14
36,Jeremy Roenick,Sharks,4
37,Gilbert Perreault,Sabres,38
37,Gilbert Perreault,Sabres,26
37,Gilbert Perreault,Sabres,28
37,Gilbert Perreault,Sabres,18
37,Gilbert Perreault,Sabres,39
37,Gilbert Perreault,Sabres,44
37,Gilbert Perreault,Sabres,39
37,Gilbert Perreault,Sabres,41
37,Gilbert Perreault,Sabres,27
37,Gilbert Perreault,Sabres,40
37,Gilbert Perreault,Sabres,20
37,Gilbert Perreault,Sabres,31
